LSOA21CD,AHAH_Index_Score,AHAH_Index_Rank,AHAH_Index_Percentile
E01018553,19.856,20958,50
E01018554,22.3737,26079,62
E01018555,26.8524,32875,78
E01018556,19.5844,20345,48
E01018557,19.7083,20643,49
E01018558,28.2684,34423,81
E01018559,27.1345,33230,78
E01018560,24.7648,30080,71
E01018561,18.5977,18140,43
E01018562,20.8607,23066,55
E01018565,20.2774,21828,52
E01018566,16.9797,14232,34
E01018567,21.7161,24809,59
E01018568,18.4649,17836,42
E01018569,10.8853,2407,6
E01018570,17.4207,15327,36
E01018571,8.4398,658,2
E01018572,8.9661,896,3
E01018573,11.8962,3661,9
E01018574,16.5349,13164,31
E01018575,15.7631,11285,27
E01018576,15.1036,9738,23
E01018577,16.7983,13763,33
E01018578,14.3654,8102,19
E01018579,14.5373,8473,20
E01018580,16.7154,13578,32
E01018581,13.501,6356,15
E01018582,17.7144,16037,38
E01018583,15.7033,11145,27
E01018584,17.4016,15291,36
E01018585,9.1536,1003,3
E01018586,11.6386,3305,8
E01018587,7.0956,306,1
E01018588,12.4746,4526,11
E01018589,12.9053,5277,13
E01018590,12.9226,5297,13
E01018591,17.6204,15819,38
E01018592,21.858,25095,59
E01018593,15.9089,11630,28
E01018594,21.9811,25343,60
E01018595,25.2723,30819,73
E01018596,17.0581,14430,34
E01018598,19.9146,21072,50
E01018599,20.2402,21765,52
E01018600,13.0523,5544,13
E01018601,18.4673,17843,42
E01018602,35.1636,39195,92
E01018603,11.8065,3538,9
E01018604,14.9808,9445,23
E01018605,13.2784,5923,14
E01018606,27.8854,34031,80
E01018607,11.4401,3042,8
E01018608,12.8966,5259,13
E01018609,13.598,6539,16
E01018610,12.1614,4038,10
E01018611,12.0571,3902,10
E01018612,18.7898,18590,44
E01018613,14.9833,9450,23
E01018614,13.1451,5706,14
E01018615,27.4795,33611,79
E01018616,17.9752,16693,40
E01018617,22.649,26565,63
E01018618,16.746,13641,32
E01018619,13.3339,6017,15
E01018620,12.2418,4153,10
E01018621,15.1635,9902,24
E01018622,32.4149,37735,89
E01018623,26.352,32262,76
E01018624,41.4063,41229,97
E01018625,36.8193,39901,94
E01018627,32.6063,37852,89
E01018628,14.7502,8952,21
E01018629,27.5002,33633,79
E01018630,23.2619,27663,65
E01018631,19.6676,20544,49
E01018632,16.3473,12712,30
E01018633,17.139,14633,35
E01018634,20.0584,21385,51
E01018635,31.5708,37152,88
E01018636,17.5375,15632,37
E01018637,14.7774,9015,22
E01018638,12.3086,4245,10
E01018639,23.7947,28609,68
E01018640,15.6314,10984,26
E01018641,19.9333,21127,50
E01018642,22.747,26730,63
E01018643,18.2623,17367,41
E01018644,24.6854,29963,71
E01018645,15.6431,11007,26
E01018646,11.7913,3516,9
E01018647,15.701,11143,27
E01018648,17.9585,16643,40
E01018649,18.3755,17630,42
E01018650,17.1475,14657,35
E01018651,13.4004,6156,15
E01018652,12.2518,4166,10
E01018653,11.5631,3214,8
E01018654,18.1095,17010,40
E01018655,15.1872,9966,24
E01018657,15.5826,10862,26
E01018658,17.4214,15332,36
E01018659,15.4931,10665,26
E01018661,16.6657,13476,32
E01018662,17.025,14353,34
E01018663,14.7998,9058,22
E01018664,14.2292,7813,19
E01018665,13.4094,6170,15
E01018666,17.7273,16067,38
E01018667,16.0893,12087,29
E01018668,16.1467,12235,29
E01018669,16.8641,13948,33
E01018670,16.6162,13362,32
E01018671,11.4677,3080,8
E01018672,8.1283,541,2
E01018673,8.2436,580,2
E01018674,7.7494,443,2
E01018675,18.3884,17657,42
E01018676,16.071,12035,29
E01018677,17.3873,15250,36
E01018678,13.322,5995,15
E01018679,11.1494,2688,7
E01018680,18.5792,18110,43
E01018681,21.5682,24526,58
E01018682,18.3372,17541,42
E01018683,17.1101,14569,35
E01018684,20.7851,22909,54
E01018685,21.8883,25164,60
E01018686,15.0695,9652,23
E01018687,15.705,11150,27
E01018688,22.4393,26191,62
E01018689,20.9104,23169,55
E01018690,14.384,8143,20
E01018691,12.8544,5174,13
E01018692,16.7935,13747,33
E01018693,14.4778,8343,20
E01018694,13.4756,6302,15
E01018695,23.4446,28006,66
E01018696,19.2848,19716,47
E01018697,16.7255,13604,32
E01018698,17.0363,14384,34
E01018699,14.7476,8949,21
E01018700,13.6163,6582,16
E01018701,13.0223,5471,13
E01018702,11.2844,2854,7
E01018703,16.7887,13736,33
E01018704,18.9425,18930,45
E01018705,19.9634,21198,50
E01018706,16.3766,12791,30
E01018707,17.9159,16536,39
E01018708,17.4841,15491,37
E01018709,27.0585,33128,78
E01018710,15.675,11092,27
E01018711,11.2453,2808,7
E01018712,19.6999,20620,49
E01018714,31.5119,37111,88
E01018715,17.2807,15002,36
E01018716,13.4589,6263,15
E01018717,18.0092,16774,40
E01018718,12.5245,4607,11
E01018719,12.3309,4276,11
E01018720,12.5459,4638,11
E01018721,18.2758,17394,41
E01018722,19.5381,20258,48
E01018723,10.9738,2496,6
E01018724,8.7489,804,2
E01018725,17.9735,16689,40
E01018726,10.3022,1795,5
E01018727,10.8812,2401,6
E01018728,10.329,1826,5
E01018729,10.9539,2474,6
E01018730,12.0662,3914,10
E01018731,15.362,10362,25
E01018732,18.0781,16942,40
E01018733,16.6804,13508,32
E01018734,15.8412,11474,27
E01018735,15.0779,9670,23
E01018736,13.5669,6474,16
E01018737,14.7773,9014,22
E01018738,12.8686,5196,13
E01018739,9.2615,1055,3
E01018740,15.7889,11352,27
E01018741,9.5293,1200,3
E01018742,13.9809,7293,18
E01018743,12.493,4562,11
E01018744,14.4425,8262,20
E01018745,15.479,10626,25
E01018746,15.2854,10193,24
E01018747,18.5003,17913,43
E01018748,20.8864,23121,55
E01018749,22.7115,26668,63
E01018750,29.0571,35194,83
E01018751,33.3313,38279,90
E01018752,28.5423,34687,82
E01018753,19.3176,19785,47
E01018754,14.2218,7800,19
E01018755,14.1162,7566,18
E01018756,19.7831,20807,49
E01018757,19.3955,19950,47
E01018759,18.5126,17942,43
E01018760,19.6929,20606,49
E01018761,19.3614,19870,47
E01018762,14.6791,8795,21
E01018763,17.6231,15832,38
E01018764,18.8949,18835,45
E01018765,22.7459,26728,63
E01018766,16.5989,13314,32
E01018767,19.8734,20993,50
E01018768,20.8624,23071,55
E01018770,20.1905,21641,51
E01018771,48.3233,42177,99
E01018772,15.5794,10855,26
E01018773,10.615,2104,5
E01018774,9.9691,1532,4
E01018777,28.911,35061,83
E01018778,18.185,17170,41
E01018779,34.9513,39091,92
E01018780,11.2893,2864,7
E01018781,15.6692,11073,26
E01018782,23.2084,27585,65
E01018783,23.9159,28784,68
E01018784,21.8891,25169,60
E01018785,18.0363,16834,40
E01018786,12.6004,4728,12
E01018787,14.6728,8779,21
E01018788,13.2358,5853,14
E01018789,12.3826,4363,11
E01018790,10.9507,2472,6
E01018791,10.711,2219,6
E01018792,10.2823,1775,5
E01018793,20.0747,21417,51
E01018794,9.0986,972,3
E01018795,11.1668,2711,7
E01018796,13.5709,6485,16
E01018797,22.122,25612,61
E01018798,17.0483,14411,34
E01018799,15.1077,9756,23
E01018800,11.8568,3605,9
E01018803,14.4309,8242,20
E01018804,19.5428,20267,48
E01018805,8.8598,848,2
E01018806,11.8851,3642,9
E01018807,11.4486,3053,8
E01018808,11.9126,3689,9
E01018810,11.2606,2830,7
E01018811,14.7048,8852,21
E01018812,9.8309,1426,4
E01018813,17.4473,15401,37
E01018814,15.7038,11147,27
E01018815,26.7301,32703,77
E01018816,16.2966,12599,30
E01018817,15.0096,9521,23
E01018818,10.6751,2173,6
E01018819,24.2997,29367,69
E01018820,16.7376,13627,32
E01018821,13.7813,6898,17
E01018822,22.1881,25740,61
E01018823,11.5169,3156,8
E01018824,10.8612,2373,6
E01018825,19.3423,19829,47
E01018826,27.6007,33744,80
E01018827,14.7018,8844,21
E01018828,14.4851,8361,20
E01018829,17.5104,15557,37
E01018830,16.1908,12344,29
E01018831,27.3897,33523,79
E01018832,26.0333,31839,75
E01018833,17.3532,15167,36
E01018834,11.9385,3727,9
E01018835,8.6303,746,2
E01018836,6.9821,277,1
E01018837,7.0851,304,1
E01018838,10.2861,1777,5
E01018839,15.0504,9618,23
E01018840,19.8247,20899,50
E01018841,10.7833,2285,6
E01018842,9.1591,1009,3
E01018843,16.2923,12589,30
E01018844,6.8371,261,1
E01018845,22.3223,25989,61
E01018846,16.0755,12050,29
E01018847,23.9777,28877,68
E01018848,24.1601,29153,69
E01018849,17.2013,14801,35
E01018850,25.3383,30916,73
E01018851,5.8087,142,1
E01018853,12.4643,4509,11
E01018854,10.0487,1585,4
E01018856,14.4477,8274,20
E01018857,10.5748,2058,5
E01018858,10.476,1952,5
E01018859,8.6653,764,2
E01018860,7.3321,347,1
E01018861,18.1788,17162,41
E01018862,19.9608,21189,50
E01018863,15.0044,9503,23
E01018864,20.9845,23344,55
E01018865,35.452,39323,93
E01018866,32.0178,37443,88
E01018868,43.0502,41526,98
E01018869,19.9593,21185,50
E01018870,18.6867,18339,43
E01018871,23.7985,28619,68
E01018872,15.1233,9791,23
E01018873,17.5909,15750,37
E01018874,25.5874,31263,74
E01018875,30.6784,36481,86
E01018876,17.0181,14330,34
E01018877,13.8542,7031,17
E01018878,46.6084,42013,99
E01018879,22.8764,26927,64
E01018880,21.742,24867,59
E01018881,18.5707,18092,43
E01018882,11.9699,3776,9
E01018883,14.9547,9385,23
E01018884,13.4962,6347,15
E01018885,17.6471,15897,38
E01018886,7.101,309,1
E01018887,24.9578,30356,72
E01018888,10.3488,1843,5
E01018889,27.0295,33095,78
E01018890,25.2654,30809,73
E01018891,22.4094,26139,62
E01018892,16.7273,13607,32
E01018893,20.7803,22902,54
E01018894,21.9181,25238,60
E01018895,33.1498,38176,90
E01018896,28.5445,34690,82
E01018897,34.9353,39085,92
E01018898,34.0706,38676,91
E01018899,15.41,10478,25
E01018900,16.8823,13994,33
E01018901,14.2881,7946,19
E01018902,23.7644,28556,67
E01018903,19.6033,20401,48
E01018904,12.6352,4785,12
E01018905,15.7637,11286,27
E01018906,11.8278,3569,9
E01018907,11.3755,2963,7
E01018908,16.7995,13767,33
E01018909,31.6091,37179,88
E01018910,28.4014,34557,82
E01018911,31.2418,36926,87
E01018912,32.2645,37617,89
E01018913,39.9642,40897,96
E01018914,21.1467,23691,56
E01018915,26.2463,32126,76
E01018916,16.459,12996,31
E01018917,21.9326,25265,60
E01018918,16.3733,12782,30
E01018919,25.0979,30577,72
E01018920,21.206,23806,56
E01018921,19.4743,20116,48
E01018922,19.7708,20787,49
E01018923,27.4795,33612,79
E01018924,14.9226,9311,22
E01018925,25.4115,31030,73
E01018926,21.1311,23656,56
E01018927,16.1214,12166,29
E01018928,25.2037,30737,73
E01018929,14.075,7483,18
E01018930,12.2027,4100,10
E01018931,15.7236,11183,27
E01018932,20.2033,21672,51
E01018933,32.495,37789,89
E01018934,20.7977,22943,54
E01018935,27.057,33125,78
E01018936,26.5514,32496,77
E01018937,10.7667,2272,6
E01018938,11.1454,2681,7
E01018940,22.3141,25974,61
E01018941,18.3702,17619,42
E01018942,17.2071,14821,35
E01018943,26.208,32066,76
E01018944,17.1864,14762,35
E01018945,18.2242,17281,41
E01018946,20.4768,22282,53
E01018948,16.9477,14156,34
E01018949,22.1328,25628,61
E01018950,42.2474,41387,98
E01018951,20.4434,22202,53
E01018952,22.4174,26150,62
E01018953,30.5909,36409,86
E01018954,29.3977,35483,84
E01018955,21.3772,24154,57
E01018956,17.7533,16132,38
E01018957,14.6662,8765,21
E01018958,7.2073,328,1
E01018959,14.147,7638,18
E01018960,9.6422,1281,4
E01018961,10.855,2362,6
E01018962,23.6478,28344,67
E01018965,14.2033,7755,19
E01018966,22.5929,26461,63
E01018967,17.9659,16673,40
E01018968,27.1778,33290,79
E01018969,20.0876,21448,51
E01018970,15.4619,10594,25
E01018971,13.3277,6005,15
E01018972,30.422,36297,86
E01018973,15.6741,11088,26
E01018974,37.8984,40265,95
E01018975,18.8664,18776,45
E01018976,11.7202,3414,9
E01018977,16.8269,13845,33
E01018978,16.2046,12385,30
E01018979,28.3515,34514,81
E01018980,27.5661,33710,80
E01018981,12.4092,4418,11
E01018982,9.9463,1516,4
E01018983,10.3636,1853,5
E01018985,14.1937,7737,19
E01018986,10.5379,2017,5
E01018987,17.2567,14947,36
E01018988,11.4316,3031,8
E01018989,15.1959,9981,24
E01018990,12.0302,3864,10
E01018991,17.8918,16470,39
E01018992,18.3037,17459,41
E01018993,22.3578,26049,62
E01018994,9.3362,1098,3
E01018995,25.4316,31057,73
E01018996,13.1303,5684,14
E01018997,11.204,2754,7
E01018998,24.4299,29572,70
E01018999,27.208,33322,79
E01019000,10.8675,2381,6
E01019001,17.7082,16023,38
E01019002,19.1043,19295,46
E01019003,10.5108,1986,5
E01019004,11.4688,3083,8
E01019005,23.8945,28766,68
E01019006,19.1285,19352,46
E01019007,18.7738,18556,44
E01019008,4.9591,69,1
E01019009,7.793,453,2
E01019010,6.4511,203,1
E01019011,8.4234,650,2
E01019012,10.2007,1700,4
E01019013,32.9078,38032,90
E01019014,21.8273,25040,59
E01019015,20.3435,21971,52
E01019016,24.6253,29878,71
E01019018,14.051,7444,18
E01019019,10.7423,2251,6
E01019020,19.7734,20790,49
E01019021,8.9194,874,3
E01019022,9.8108,1412,4
E01019023,14.5257,8444,20
E01019024,11.115,2648,7
E01019025,11.3465,2926,7
E01019026,6.5354,211,1
E01019027,6.3069,181,1
E01019028,18.7344,18456,44
E01019029,30.3941,36278,86
E01019030,12.3976,4398,11
E01019031,15.4391,10540,25
E01019032,10.7706,2275,6
E01019033,15.9223,11660,28
E01019034,13.9442,7206,17
E01019035,4.9764,71,1
E01019036,19.1084,19308,46
E01019037,5.3137,97,1
E01019038,9.451,1163,3
E01019039,23.0261,27230,64
E01019040,11.406,3000,8
E01019041,16.9216,14094,34
E01019042,21.3713,24141,57
E01019043,14.4651,8313,20
E01019044,15.1332,9820,24
E01019045,22.8566,26899,64
E01019046,19.3121,19771,47
E01019047,17.0077,14305,34
E01019048,8.9273,879,3
E01019050,17.167,14704,35
E01019051,10.0521,1588,4
E01019052,15.8726,11568,28
E01019053,18.251,17337,41
E01019054,18.1158,17025,40
E01019055,12.9078,5282,13
E01019056,6.7639,247,1
E01019057,5.4256,109,1
E01019058,8.8868,865,3
E01019059,13.9609,7241,17
E01019060,22.5022,26298,62
E01019061,22.0784,25540,60
E01019062,31.0642,36785,87
E01019063,20.9895,23356,55
E01019064,19.584,20344,48
E01019065,31.0799,36795,87
E01019066,19.4692,20107,48
E01019067,13.4092,6169,15
E01019068,20.6464,22630,54
E01019069,17.6411,15881,38
E01019070,16.0256,11925,28
E01019071,14.8894,9233,22
E01019072,16.1601,12265,29
E01019073,13.1202,5663,14
E01019074,16.7996,13768,33
E01019075,16.0557,11999,29
E01019076,17.7307,16075,38
E01019077,6.6909,234,1
E01019078,6.8259,257,1
E01019079,8.34,614,2
E01019080,8.4042,642,2
E01019081,14.9363,9346,22
E01019082,14.743,8941,21
E01019083,23.1449,27454,65
E01019084,18.2049,17221,41
E01019085,17.1221,14589,35
E01019086,14.1703,7681,19
E01019087,6.9645,274,1
E01019088,15.4809,10629,25
E01019089,18.7047,18390,44
E01019090,18.9558,18963,45
E01019091,21.9818,25345,60
E01019092,15.1048,9744,23
E01019093,16.9018,14045,33
E01019094,18.644,18242,43
E01019095,7.3548,357,1
E01019096,8.2526,584,2
E01019097,4.8261,60,1
E01019098,27.7007,33851,80
E01019099,12.8105,5092,12
E01019100,11.4234,3016,8
E01019101,18.4187,17733,42
E01019102,21.9384,25277,60
E01019104,7.4534,370,1
E01019106,6.5726,217,1
E01019107,24.2579,29295,69
E01019108,11.0963,2630,7
E01019109,17.7094,16028,38
E01019110,16.5103,13111,31
E01019111,10.2104,1708,5
E01019112,11.651,3317,8
E01019113,10.5421,2021,5
E01019114,14.8915,9237,22
E01019115,9.0018,915,3
E01019116,28.7582,34912,82
E01019117,15.2616,10136,24
E01019118,27.7441,33887,80
E01019119,12.112,3977,10
E01019120,14.1928,7735,19
E01019121,22.6049,26481,63
E01019122,10.9673,2487,6
E01019123,16.9836,14244,34
E01019124,16.6442,13430,32
E01019125,14.8781,9211,22
E01019126,8.3445,615,2
E01019127,13.3797,6114,15
E01019128,18.6662,18300,43
E01019129,13.242,5861,14
E01019130,19.6445,20502,49
E01019131,24.2291,29254,69
E01019132,20.9557,23269,55
E01019133,22.6161,26503,63
E01019134,29.1898,35313,83
E01019135,30.4898,36346,86
E01019136,33.2648,38244,90
E01019137,43.7063,41645,98
E01019138,14.2293,7814,19
E01019139,18.7319,18454,44
E01019141,39.3767,40718,96
E01019142,38.6453,40502,95
E01019143,33.3381,38283,90
E01019144,17.9588,16645,40
E01019145,19.6392,20488,49
E01019146,16.1028,12113,29
E01019147,36.5974,39817,94
E01019148,14.9775,9438,23
E01019149,22.3183,25985,61
E01019150,28.0583,34203,81
E01019151,15.3522,10334,25
E01019152,16.8455,13894,33
E01019153,16.0198,11917,28
E01019154,19.3396,19828,47
E01019155,23.3894,27904,66
E01019156,22.2093,25775,61
E01019157,41.3886,41222,97
E01019158,35.2861,39243,93
E01019159,22.6295,26526,63
E01019160,16.2546,12499,30
E01019161,13.9779,7288,18
E01019162,20.9887,23354,55
E01019163,17.1718,14724,35
E01019164,11.4413,3046,8
E01019165,16.3447,12703,30
E01019166,23.0342,27244,64
E01019167,26.6129,32569,77
E01019168,20.1197,21509,51
E01019169,21.1929,23775,56
E01019170,40.9666,41146,97
E01019171,40.9736,41150,97
E01019172,19.3617,19873,47
E01019173,24.6251,29876,71
E01019175,17.4085,15303,36
E01019176,25.0666,30534,72
E01019177,14.039,7416,18
E01019178,16.3916,12824,31
E01019179,21.8433,25063,59
E01019180,14.3509,8078,19
E01019182,16.1054,12123,29
E01019184,9.5455,1205,3
E01019185,10.2767,1766,5
E01019186,12.8506,5166,13
E01019187,9.6127,1260,3
E01019188,12.0035,3824,9
E01019189,15.0697,9653,23
E01019190,16.1973,12365,29
E01019191,14.7367,8920,21
E01019192,17.3057,15057,36
E01019193,11.4824,3107,8
E01019194,12.366,4334,11
E01019195,13.5614,6466,16
E01019196,15.1464,9857,24
E01019197,14.0323,7400,18
E01019198,10.4812,1953,5
E01019199,13.4354,6219,15
E01019200,12.382,4362,11
E01019201,22.0179,25417,60
E01019202,17.6384,15872,38
E01019203,20.0115,21300,50
E01019204,25.4425,31073,73
E01019205,14.7774,9017,22
E01019206,33.9676,38604,91
E01019207,16.1333,12197,29
E01019208,10.3725,1863,5
E01019209,17.1967,14793,35
E01019210,8.1245,539,2
E01019211,27.6584,33806,80
E01019212,18.5449,18024,43
E01019215,22.8325,26854,63
E01019216,23.1265,27422,65
E01019217,16.1967,12360,29
E01019218,12.9729,5381,13
E01019219,19.4134,19985,47
E01019220,10.0959,1622,4
E01019221,9.9361,1508,4
E01019222,13.0385,5511,13
E01019223,12.1162,3981,10
E01019224,19.1066,19302,46
E01019225,27.7683,33917,80
E01019226,17.8392,16344,39
E01019227,7.7802,450,2
E01019228,13.6962,6735,16
E01019229,29.0891,35226,83
E01019230,13.0307,5490,13
E01019231,12.5599,4661,11
E01019232,13.4749,6301,15
E01019233,12.8984,5262,13
E01019234,22.1777,25725,61
E01019235,15.8217,11425,27
E01019236,24.5088,29693,70
E01019237,17.1139,14574,35
E01019238,16.67,13483,32
E01019239,21.8596,25098,59
E01019240,16.4299,12909,31
E01019241,14.3201,8011,19
E01019242,15.6576,11044,26
E01019243,16.3483,12717,30
E01019244,12.9684,5375,13
E01019245,10.6775,2176,6
E01019246,13.4996,6352,15
E01019247,11.9282,3715,9
E01019248,7.6642,422,1
E01019249,15.2975,10217,24
E01019250,17.752,16128,38
E01019251,15.0808,9677,23
E01019252,16.2306,12445,30
E01019253,13.8558,7033,17
E01019254,16.2744,12544,30
E01019255,18.8861,18814,45
E01019256,15.1437,9848,24
E01019257,12.5763,4690,11
E01019258,17.097,14541,35
E01019259,24.6287,29882,71
E01019260,10.8762,2396,6
E01019261,14.3141,7993,19
E01019262,10.6896,2197,6
E01019264,20.3093,21891,52
E01019265,15.7624,11283,27
E01019266,10.5147,1993,5
E01019267,14.9982,9487,23
E01019269,9.5129,1194,3
E01019270,13.146,5710,14
E01019271,9.3032,1074,3
E01019272,8.8263,830,2
E01019273,18.0896,16967,40
E01019274,11.8806,3639,9
E01019275,5.4471,112,1
E01019277,17.3549,15176,36
E01019278,12.5905,4710,12
E01019279,19.1979,19522,46
E01019280,27.409,33545,79
E01019281,21.7295,24839,59
E01019282,8.5387,709,2
E01019283,17.8883,16463,39
E01019284,15.6069,10922,26
E01019285,13.4911,6337,15
E01019286,19.2889,19723,47
E01019287,18.1482,17088,41
E01019288,16.0738,12043,29
E01019289,12.4576,4501,11
E01019290,11.5056,3137,8
E01019291,9.7052,1330,4
E01019292,10.44,1913,5
E01019293,19.0248,19119,45
E01019294,10.6776,2177,6
E01019295,9.4826,1180,3
E01019296,8.3272,612,2
E01019298,10.7987,2299,6
E01019299,19.7745,20792,49
E01019300,14.5452,8500,20
E01019301,10.8836,2405,6
E01019302,19.5332,20250,48
E01019303,6.0561,160,1
E01019304,21.4438,24274,57
E01019305,23.2669,27675,65
E01019306,3.1321,11,1
E01019307,4.736,54,1
E01019308,23.563,28195,67
E01019309,21.2206,23846,56
E01019310,30.5698,36396,86
E01019311,16.8101,13793,33
E01019312,18.0805,16948,40
E01019313,18.4041,17692,42
E01019314,25.6846,31401,74
E01019315,25.1354,30644,72
E01019316,25.2511,30794,73
E01019317,12.6036,4734,12
E01019318,4.217,33,1
E01019319,19.3784,19904,47
E01019320,25.384,30994,73
E01019321,19.624,20460,48
E01019322,21.993,25366,60
E01019323,25.7519,31492,74
E01019324,30.9672,36724,87
E01019325,22.9498,27074,64
E01019326,17.9126,16524,39
E01019327,29.3128,35416,84
E01019328,16.1323,12191,29
E01019329,15.6536,11030,26
E01019330,46.8974,42042,99
E01019331,29.1335,35256,83
E01019332,13.5344,6418,16
E01019333,50.2854,42319,100
E01019334,22.9392,27046,64
E01019335,31.7148,37242,88
E01019336,42.005,41335,97
E01019337,19.0923,19270,46
E01019338,31.7891,37291,88
E01019339,20.9555,23268,55
E01019340,18.0837,16954,40
E01019343,14.5878,8587,21
E01019344,20.6823,22704,54
E01019345,17.0041,14293,34
E01019346,17.5452,15645,37
E01019347,17.7968,16236,39
E01019348,19.739,20709,49
E01019349,13.4847,6325,15
E01019350,17.894,16477,39
E01019351,15.1042,9741,23
E01019352,16.6192,13367,32
E01019353,2.8869,9,1
E01019354,4.4268,40,1
E01019355,6.6636,230,1
E01019356,18.786,18579,44
E01019357,13.7263,6794,16
E01019358,10.1665,1672,4
E01019359,10.2119,1709,5
E01019360,19.6166,20432,48
E01019361,7.482,373,1
E01019362,10.2971,1788,5
E01019363,17.2014,14802,35
E01019364,11.2865,2859,7
E01019365,15.5271,10730,26
E01019366,9.5974,1247,3
E01019368,9.8716,1453,4
E01019369,8.7447,800,2
E01019370,9.3232,1087,3
E01019371,9.6994,1327,4
E01019372,6.5421,212,1
E01019373,13.6936,6732,16
E01019374,11.7174,3406,8
E01019375,7.6241,401,1
E01019376,15.6088,10927,26
E01019377,16.4398,12942,31
E01019378,16.8081,13787,33
E01019379,16.6995,13546,32
E01019380,20.2962,21865,52
E01019381,18.2616,17365,41
E01019382,5.4975,116,1
E01019383,14.2536,7864,19
E01019384,18.0535,16881,40
E01019385,2.7924,7,1
E01019386,18.3177,17496,42
E01019387,16.9456,14150,34
E01019388,12.8184,5107,12
E01019389,10.8133,2320,6
E01019390,15.6996,11142,27
E01019391,20.1821,21622,51
E01019392,33.4081,38330,90
E01019393,11.6149,3271,8
E01019394,18.0418,16845,40
E01019395,6.0286,158,1
E01019396,7.5955,396,1
E01019397,16.5105,13112,31
E01019400,33.7195,38477,91
E01019401,35.9842,39557,93
E01019402,30.8213,36598,86
E01019403,35.8512,39488,93
E01019404,26.3818,32295,76
E01019405,19.5779,20334,48
E01019406,22.3416,26018,62
E01019407,28.3252,34480,81
E01019408,19.5951,20379,48
E01019409,25.427,31048,73
E01019410,20.7009,22741,54
E01019411,22.6267,26522,63
E01019412,23.9692,28863,68
E01019413,28.2225,34379,81
E01019414,12.9442,5336,13
E01019415,16.4845,13054,31
E01019416,17.3907,15258,36
E01019417,12.8954,5254,13
E01019418,18.4412,17795,42
E01019419,13.7203,6783,16
E01019420,20.2436,21771,52
E01019421,24.6842,29961,71
E01019422,20.5123,22357,53
E01019423,15.0313,9566,23
E01019424,13.4205,6196,15
E01019425,14.201,7750,19
E01019426,8.5098,691,2
E01019427,7.8342,463,2
E01019428,25.867,31652,75
E01019429,20.4418,22197,53
E01019430,18.5616,18061,43
E01019431,24.4044,29529,70
E01019432,19.1,19283,46
E01019433,21.2031,23795,56
E01019434,13.6127,6567,16
E01019435,17.0193,14336,34
E01019436,17.5101,15556,37
E01019437,13.3579,6073,15
E01019438,25.1493,30661,72
E01019439,18.1164,17027,40
E01019440,31.4904,37088,87
E01019441,26.748,32733,77
E01019442,17.4453,15395,37
E01019443,25.6677,31383,74
E01019444,15.5667,10830,26
E01019445,19.9855,21234,50
E01019446,20.9931,23364,55
E01019447,20.3924,22097,52
E01019448,19.7156,20656,49
E01019449,18.3628,17602,42
E01019450,19.0665,19213,46
E01019451,20.3614,22006,52
E01019452,16.3141,12648,30
E01019453,21.6943,24763,59
E01019454,19.3676,19886,47
E01019455,20.87,23087,55
E01019456,19.2869,19718,47
E01019457,20.3801,22068,52
E01019458,34.8739,39052,92
E01019459,20.8075,22959,54
E01019460,23.5705,28206,67
E01019461,34.3938,38836,92
E01019462,22.8981,26976,64
E01019463,22.3044,25960,61
E01019464,22.1414,25641,61
E01019465,22.7389,26713,63
E01019467,19.3204,19792,47
E01019468,19.1743,19455,46
E01019469,24.4148,29546,70
E01019470,24.7922,30129,71
E01019471,31.3044,36969,87
E01019473,19.4687,20106,48
E01019474,18.5441,18021,43
E01019475,15.3019,10231,24
E01019476,16.4235,12894,31
E01019477,19.2334,19606,46
E01019478,21.5417,24476,58
E01019479,19.6367,20485,49
E01019480,22.6533,26576,63
E01019481,19.7298,20682,49
E01019482,25.4585,31096,73
E01019483,27.3594,33485,79
E01019484,20.6743,22687,54
E01019485,22.0554,25487,60
E01019486,23.7637,28554,67
E01019487,18.6668,18301,43
E01019488,19.0642,19203,46
E01019489,17.3149,15086,36
E01019490,17.0901,14532,35
E01019491,12.7098,4922,12
E01019492,13.8715,7059,17
E01019493,16.5148,13118,31
E01019495,19.9551,21176,50
E01019496,22.4989,26293,62
E01019497,12.5955,4714,12
E01019498,19.1813,19468,46
E01019499,41.7237,41286,97
E01019500,28.9945,35137,83
E01019501,27.598,33740,80
E01019502,27.3299,33452,79
E01019503,16.4659,13011,31
E01019504,28.0484,34190,81
E01019505,7.5317,379,1
E01019506,20.7695,22879,54
E01019507,29.9889,35981,85
E01019508,22.168,25700,61
E01019509,20.9139,23178,55
E01019510,16.9397,14139,34
E01019511,23.2842,27717,65
E01019513,35.0904,39158,92
E01019514,35.6304,39411,93
E01019515,30.6342,36443,86
E01019516,38.1405,40338,95
E01019517,23.5168,28123,66
E01019518,26.6733,32628,77
E01019519,33.3295,38278,90
E01019520,20.7071,22752,54
E01019521,20.4467,22212,53
E01019522,15.1029,9734,23
E01019523,18,16753,40
E01019524,16.5895,13294,32
E01019525,17.067,14458,34
E01019526,23.3157,27763,66
E01019527,25.0057,30429,72
E01019528,14.2538,7865,19
E01019529,20.376,22052,52
E01019530,15.2232,10036,24
E01019531,12.7955,5060,12
E01019532,17.0616,14441,34
E01019533,22.2166,25786,61
E01019534,15.1744,9932,24
E01019535,31.0862,36801,87
E01019536,13.0886,5607,14
E01019537,21.5134,24412,58
