area,chn1997,chn1998,chn1999,chn2000,chn2001,chn2002,chn2003,chn2004,chn2005,chn2006,chn2007,chn2008,chn2009,chn2010,chn2011,chn2012,chn2013,chn2014,chn2015,chn2016,chn2017,chn2018,chn2019,chn2020,chn2021,chn2022,chn2023
E06000001,0.641,0.626,0.605,0.588,0.566,0.534,0.508,0.486,0.461,0.432,0.406,0.384,0.365,0.348,0.327,0.296,0.267,0.253,0.239,0.225,0.201,0.166,0.142,0.124,0.092,0.056,0
E06000002,0.631,0.617,0.598,0.584,0.563,0.537,0.519,0.502,0.485,0.467,0.450,0.432,0.408,0.384,0.361,0.333,0.308,0.295,0.278,0.260,0.232,0.188,0.158,0.138,0.107,0.070,0
E06000003,0.613,0.600,0.583,0.569,0.547,0.517,0.492,0.471,0.452,0.431,0.412,0.394,0.372,0.351,0.331,0.304,0.281,0.267,0.250,0.232,0.202,0.163,0.141,0.122,0.092,0.060,0
E06000004,0.645,0.631,0.612,0.597,0.584,0.566,0.543,0.520,0.498,0.470,0.444,0.422,0.401,0.382,0.362,0.332,0.305,0.289,0.275,0.263,0.248,0.226,0.209,0.190,0.152,0.100,0
E06000005,0.669,0.655,0.635,0.621,0.602,0.574,0.547,0.524,0.504,0.484,0.464,0.444,0.425,0.407,0.387,0.360,0.336,0.322,0.304,0.283,0.251,0.208,0.180,0.160,0.128,0.085,0
E06000006,0.619,0.608,0.587,0.570,0.550,0.522,0.500,0.479,0.457,0.436,0.417,0.396,0.373,0.355,0.337,0.306,0.274,0.258,0.241,0.223,0.197,0.158,0.133,0.117,0.091,0.059,0
E06000007,0.667,0.654,0.636,0.623,0.608,0.587,0.571,0.556,0.539,0.521,0.504,0.485,0.466,0.450,0.433,0.403,0.373,0.357,0.339,0.320,0.292,0.253,0.225,0.199,0.157,0.103,0
E06000008,0.699,0.687,0.669,0.652,0.630,0.600,0.576,0.555,0.537,0.521,0.505,0.484,0.460,0.437,0.414,0.388,0.363,0.347,0.328,0.306,0.267,0.209,0.167,0.141,0.109,0.072,0
E06000009,0.824,0.816,0.803,0.793,0.779,0.758,0.738,0.721,0.706,0.692,0.680,0.671,0.660,0.650,0.637,0.612,0.585,0.566,0.536,0.501,0.434,0.339,0.280,0.241,0.183,0.117,0
E06000010,0.678,0.665,0.647,0.634,0.616,0.592,0.571,0.550,0.531,0.509,0.488,0.467,0.445,0.426,0.402,0.371,0.342,0.324,0.304,0.283,0.250,0.202,0.170,0.149,0.117,0.077,0
E06000011,0.675,0.661,0.641,0.626,0.605,0.578,0.555,0.534,0.514,0.494,0.476,0.460,0.442,0.425,0.400,0.365,0.338,0.322,0.306,0.290,0.257,0.212,0.186,0.164,0.125,0.079,0
E06000012,0.621,0.608,0.591,0.578,0.558,0.531,0.507,0.485,0.467,0.449,0.433,0.416,0.398,0.377,0.353,0.326,0.301,0.287,0.273,0.257,0.232,0.198,0.178,0.155,0.117,0.075,0
E06000013,0.674,0.660,0.639,0.623,0.604,0.574,0.544,0.517,0.493,0.469,0.447,0.429,0.413,0.399,0.383,0.359,0.336,0.321,0.305,0.290,0.264,0.225,0.197,0.174,0.137,0.092,0
E06000014,0.655,0.640,0.620,0.605,0.589,0.570,0.555,0.540,0.524,0.506,0.491,0.474,0.452,0.434,0.416,0.376,0.334,0.314,0.297,0.279,0.254,0.220,0.199,0.179,0.144,0.098,0
E06000015,0.668,0.655,0.637,0.623,0.605,0.582,0.565,0.547,0.528,0.510,0.493,0.475,0.455,0.435,0.408,0.374,0.343,0.327,0.309,0.288,0.254,0.208,0.180,0.160,0.125,0.081,0
E06000016,0.699,0.686,0.669,0.655,0.641,0.622,0.603,0.584,0.565,0.544,0.526,0.510,0.494,0.477,0.459,0.433,0.409,0.391,0.369,0.348,0.312,0.260,0.225,0.201,0.161,0.108,0
E06000017,0.693,0.681,0.664,0.650,0.633,0.609,0.588,0.570,0.552,0.532,0.515,0.496,0.466,0.436,0.410,0.379,0.351,0.334,0.313,0.293,0.253,0.202,0.177,0.150,0.109,0.068,0
E06000018,0.695,0.685,0.670,0.659,0.643,0.620,0.600,0.584,0.566,0.544,0.525,0.505,0.476,0.447,0.420,0.388,0.361,0.345,0.328,0.311,0.285,0.244,0.213,0.192,0.160,0.113,0
E06000019,0.719,0.705,0.685,0.667,0.645,0.621,0.604,0.587,0.569,0.550,0.534,0.516,0.495,0.474,0.438,0.392,0.357,0.338,0.319,0.301,0.262,0.204,0.166,0.145,0.112,0.072,0
E06000020,0.720,0.697,0.664,0.643,0.621,0.593,0.570,0.550,0.531,0.512,0.494,0.478,0.460,0.444,0.419,0.379,0.347,0.329,0.307,0.284,0.248,0.195,0.162,0.140,0.108,0.072,0
E06000021,0.787,0.664,0.610,0.584,0.562,0.533,0.509,0.487,0.466,0.445,0.426,0.409,0.389,0.368,0.342,0.312,0.286,0.272,0.256,0.239,0.212,0.174,0.149,0.131,0.104,0.070,0
E06000022,0.683,0.671,0.651,0.634,0.617,0.596,0.579,0.565,0.552,0.536,0.523,0.509,0.486,0.460,0.436,0.406,0.379,0.363,0.346,0.329,0.296,0.246,0.211,0.184,0.143,0.092,0
E06000023,0.717,0.705,0.690,0.678,0.664,0.645,0.629,0.613,0.596,0.577,0.562,0.545,0.527,0.506,0.481,0.454,0.430,0.413,0.391,0.369,0.337,0.288,0.255,0.231,0.184,0.121,0
E06000024,0.754,0.742,0.725,0.712,0.694,0.670,0.650,0.632,0.614,0.594,0.576,0.558,0.536,0.515,0.490,0.457,0.426,0.409,0.387,0.364,0.325,0.263,0.220,0.194,0.154,0.103,0
E06000025,0.677,0.663,0.643,0.629,0.613,0.591,0.573,0.556,0.542,0.531,0.522,0.509,0.491,0.469,0.441,0.411,0.387,0.373,0.357,0.339,0.309,0.256,0.216,0.189,0.149,0.100,0
E06000026,0.665,0.651,0.632,0.618,0.603,0.583,0.567,0.552,0.538,0.522,0.507,0.490,0.468,0.452,0.436,0.406,0.373,0.356,0.335,0.315,0.281,0.233,0.204,0.181,0.143,0.096,0
E06000027,0.757,0.744,0.726,0.712,0.695,0.673,0.656,0.640,0.627,0.612,0.600,0.584,0.562,0.536,0.504,0.464,0.430,0.411,0.389,0.365,0.322,0.256,0.213,0.185,0.143,0.094,0
E06000030,0.724,0.707,0.684,0.670,0.655,0.636,0.618,0.600,0.582,0.562,0.544,0.525,0.501,0.477,0.455,0.426,0.400,0.384,0.365,0.346,0.313,0.266,0.237,0.209,0.162,0.106,0
E06000031,0.785,0.775,0.761,0.749,0.735,0.715,0.699,0.683,0.666,0.646,0.625,0.605,0.584,0.564,0.540,0.505,0.469,0.446,0.418,0.388,0.344,0.275,0.223,0.193,0.150,0.097,0
E06000032,0.763,0.753,0.740,0.731,0.718,0.700,0.682,0.667,0.652,0.636,0.621,0.604,0.586,0.569,0.549,0.522,0.495,0.476,0.452,0.426,0.385,0.327,0.286,0.250,0.196,0.131,0
E06000033,0.710,0.696,0.678,0.665,0.648,0.626,0.607,0.591,0.575,0.558,0.542,0.524,0.503,0.481,0.450,0.412,0.380,0.362,0.344,0.326,0.294,0.244,0.211,0.188,0.151,0.102,0
E06000034,0.728,0.716,0.700,0.688,0.673,0.653,0.633,0.611,0.588,0.565,0.546,0.526,0.503,0.485,0.462,0.426,0.393,0.373,0.349,0.324,0.281,0.223,0.187,0.164,0.131,0.088,0
E06000035,0.659,0.647,0.630,0.617,0.599,0.575,0.554,0.535,0.519,0.502,0.485,0.466,0.443,0.419,0.390,0.355,0.323,0.306,0.286,0.264,0.233,0.190,0.159,0.136,0.106,0.069,0
E06000036,0.720,0.706,0.689,0.676,0.662,0.644,0.626,0.608,0.590,0.571,0.553,0.534,0.509,0.480,0.445,0.406,0.372,0.354,0.338,0.321,0.289,0.241,0.210,0.187,0.148,0.098,0
E06000037,0.686,0.672,0.654,0.640,0.622,0.599,0.577,0.557,0.536,0.515,0.497,0.477,0.453,0.430,0.399,0.362,0.333,0.317,0.300,0.282,0.249,0.200,0.169,0.148,0.116,0.076,0
E06000038,0.763,0.752,0.737,0.726,0.716,0.703,0.689,0.673,0.655,0.637,0.620,0.602,0.584,0.566,0.545,0.516,0.489,0.473,0.455,0.432,0.393,0.334,0.293,0.264,0.211,0.140,0
E06000039,0.712,0.700,0.684,0.672,0.658,0.638,0.619,0.598,0.575,0.553,0.531,0.504,0.474,0.445,0.415,0.382,0.355,0.340,0.323,0.303,0.271,0.223,0.191,0.171,0.135,0.088,0
E06000040,0.699,0.687,0.673,0.663,0.647,0.627,0.609,0.593,0.576,0.558,0.543,0.528,0.510,0.496,0.481,0.453,0.425,0.408,0.387,0.367,0.330,0.272,0.232,0.209,0.171,0.116,0
E06000041,0.774,0.762,0.747,0.736,0.725,0.711,0.697,0.682,0.666,0.648,0.632,0.615,0.595,0.576,0.555,0.526,0.500,0.484,0.466,0.448,0.408,0.340,0.290,0.253,0.196,0.127,0
E06000042,0.758,0.745,0.727,0.714,0.698,0.678,0.659,0.639,0.619,0.599,0.582,0.561,0.535,0.513,0.492,0.449,0.404,0.382,0.360,0.338,0.300,0.245,0.208,0.183,0.145,0.096,0
E06000043,0.743,0.730,0.712,0.697,0.680,0.659,0.642,0.626,0.609,0.590,0.573,0.556,0.535,0.518,0.497,0.461,0.427,0.410,0.394,0.378,0.341,0.285,0.249,0.222,0.179,0.121,0
E06000044,0.703,0.692,0.676,0.664,0.649,0.630,0.612,0.596,0.581,0.567,0.556,0.541,0.520,0.494,0.461,0.425,0.397,0.381,0.363,0.343,0.306,0.258,0.231,0.205,0.158,0.101,0
E06000045,0.711,0.699,0.683,0.672,0.658,0.637,0.616,0.597,0.578,0.558,0.538,0.518,0.499,0.481,0.459,0.428,0.400,0.384,0.365,0.344,0.308,0.254,0.217,0.191,0.150,0.099,0
E06000046,0.710,0.696,0.678,0.664,0.647,0.625,0.604,0.583,0.563,0.543,0.522,0.502,0.483,0.465,0.442,0.410,0.383,0.367,0.350,0.332,0.290,0.227,0.189,0.161,0.121,0.076,0
E06000047,0.629,0.615,0.596,0.581,0.563,0.539,0.518,0.498,0.479,0.460,0.442,0.422,0.400,0.377,0.349,0.318,0.293,0.279,0.263,0.248,0.219,0.174,0.146,0.127,0.098,0.064,0
E06000049,0.707,0.688,0.669,0.655,0.639,0.619,0.602,0.586,0.571,0.555,0.541,0.526,0.507,0.487,0.466,0.445,0.425,0.410,0.391,0.371,0.335,0.280,0.242,0.216,0.169,0.110,0
E06000050,0.650,0.635,0.616,0.602,0.585,0.563,0.543,0.526,0.511,0.495,0.480,0.464,0.446,0.430,0.414,0.386,0.357,0.340,0.322,0.304,0.269,0.215,0.180,0.157,0.120,0.077,0
E06000051,0.702,0.687,0.668,0.652,0.632,0.609,0.592,0.575,0.558,0.539,0.524,0.508,0.488,0.471,0.439,0.392,0.357,0.339,0.320,0.302,0.260,0.200,0.165,0.144,0.112,0.073,0
E06000052,0.728,0.714,0.695,0.678,0.658,0.635,0.617,0.601,0.585,0.568,0.552,0.535,0.513,0.493,0.468,0.425,0.385,0.365,0.345,0.325,0.284,0.223,0.181,0.157,0.126,0.084,0
E06000053,0.783,0.767,0.753,0.740,0.731,0.719,0.696,0.671,0.654,0.634,0.604,0.575,0.556,0.542,0.522,0.496,0.472,0.450,0.424,0.403,0.362,0.306,0.280,0.241,0.163,0.089,0
E06000054,0.727,0.714,0.697,0.684,0.669,0.649,0.631,0.616,0.601,0.586,0.572,0.556,0.539,0.525,0.510,0.472,0.429,0.406,0.382,0.359,0.319,0.257,0.213,0.187,0.147,0.095,0
E06000055,0.744,0.732,0.716,0.705,0.692,0.674,0.658,0.640,0.623,0.606,0.590,0.574,0.555,0.539,0.520,0.487,0.451,0.427,0.398,0.372,0.324,0.261,0.225,0.195,0.151,0.097,0
E06000056,0.814,0.804,0.784,0.764,0.746,0.724,0.706,0.688,0.671,0.653,0.637,0.621,0.604,0.589,0.570,0.541,0.513,0.492,0.465,0.437,0.390,0.320,0.274,0.246,0.202,0.139,0
E06000057,0.671,0.656,0.637,0.621,0.600,0.574,0.553,0.534,0.516,0.497,0.480,0.462,0.443,0.427,0.406,0.369,0.332,0.312,0.294,0.274,0.242,0.194,0.161,0.140,0.108,0.069,0
E06000058,0.730,0.718,0.702,0.689,0.672,0.651,0.634,0.618,0.601,0.581,0.562,0.544,0.521,0.498,0.471,0.430,0.391,0.370,0.351,0.331,0.297,0.245,0.210,0.189,0.150,0.098,0
E06000059,0.725,0.711,0.693,0.677,0.657,0.632,0.611,0.592,0.571,0.549,0.530,0.512,0.492,0.470,0.442,0.406,0.376,0.359,0.339,0.317,0.279,0.221,0.184,0.162,0.127,0.082,0
E06000060,0.714,0.701,0.683,0.669,0.653,0.630,0.610,0.593,0.577,0.559,0.542,0.523,0.501,0.483,0.461,0.423,0.386,0.367,0.348,0.328,0.291,0.237,0.202,0.179,0.139,0.089,0
E06000061,0.724,0.710,0.692,0.678,0.662,0.639,0.618,0.597,0.576,0.553,0.532,0.513,0.493,0.475,0.453,0.422,0.395,0.378,0.356,0.333,0.294,0.240,0.207,0.184,0.147,0.097,0
E06000062,0.731,0.716,0.698,0.684,0.667,0.643,0.623,0.604,0.585,0.565,0.548,0.530,0.504,0.479,0.454,0.424,0.396,0.379,0.357,0.332,0.292,0.236,0.199,0.175,0.138,0.091,0
E07000008,0.719,0.709,0.696,0.687,0.674,0.656,0.642,0.629,0.614,0.599,0.585,0.570,0.552,0.532,0.507,0.478,0.453,0.437,0.419,0.400,0.358,0.292,0.247,0.220,0.178,0.118,0
E07000009,0.777,0.768,0.756,0.746,0.735,0.716,0.698,0.682,0.649,0.609,0.586,0.566,0.545,0.527,0.504,0.474,0.450,0.435,0.417,0.398,0.365,0.315,0.278,0.253,0.214,0.152,0
E07000010,0.726,0.713,0.694,0.680,0.663,0.645,0.627,0.604,0.588,0.576,0.563,0.543,0.508,0.474,0.446,0.414,0.387,0.371,0.353,0.334,0.298,0.244,0.208,0.186,0.152,0.101,0
E07000011,0.947,0.878,0.779,0.737,0.712,0.686,0.665,0.647,0.629,0.608,0.590,0.572,0.551,0.533,0.512,0.478,0.444,0.425,0.404,0.382,0.340,0.279,0.238,0.211,0.166,0.107,0
E07000012,0.919,0.915,0.910,0.907,0.902,0.896,0.890,0.884,0.786,0.651,0.594,0.559,0.529,0.506,0.484,0.445,0.405,0.384,0.364,0.343,0.320,0.290,0.269,0.256,0.233,0.178,0
E07000026,0.680,0.654,0.618,0.597,0.578,0.556,0.540,0.525,0.509,0.491,0.475,0.457,0.437,0.421,0.397,0.355,0.318,0.300,0.281,0.261,0.228,0.180,0.151,0.131,0.100,0.066,0
E07000027,0.675,0.663,0.647,0.635,0.619,0.596,0.577,0.559,0.541,0.521,0.504,0.487,0.469,0.454,0.440,0.415,0.388,0.369,0.347,0.325,0.288,0.239,0.206,0.180,0.139,0.088,0
E07000028,0.670,0.654,0.633,0.617,0.597,0.569,0.546,0.526,0.507,0.486,0.467,0.448,0.428,0.408,0.380,0.344,0.314,0.299,0.285,0.271,0.239,0.190,0.158,0.137,0.106,0.068,0
E07000029,0.576,0.562,0.541,0.524,0.505,0.479,0.457,0.438,0.420,0.402,0.385,0.367,0.345,0.324,0.304,0.279,0.257,0.244,0.228,0.212,0.182,0.139,0.111,0.096,0.075,0.049,0
E07000030,0.714,0.702,0.684,0.667,0.646,0.622,0.605,0.593,0.582,0.569,0.555,0.537,0.515,0.496,0.470,0.416,0.364,0.337,0.316,0.296,0.253,0.191,0.151,0.129,0.100,0.064,0
E07000031,0.655,0.639,0.616,0.597,0.574,0.547,0.526,0.508,0.491,0.473,0.458,0.442,0.422,0.404,0.386,0.350,0.311,0.291,0.273,0.257,0.220,0.168,0.137,0.116,0.088,0.057,0
E07000032,0.645,0.633,0.617,0.605,0.588,0.565,0.548,0.534,0.521,0.507,0.495,0.481,0.467,0.454,0.441,0.415,0.388,0.375,0.360,0.344,0.306,0.246,0.203,0.177,0.140,0.092,0
E07000033,0.656,0.642,0.624,0.609,0.589,0.559,0.535,0.514,0.494,0.472,0.451,0.432,0.413,0.398,0.378,0.346,0.317,0.300,0.283,0.266,0.237,0.191,0.157,0.137,0.108,0.072,0
E07000034,0.633,0.620,0.602,0.589,0.571,0.546,0.523,0.503,0.483,0.464,0.448,0.433,0.416,0.397,0.374,0.343,0.315,0.299,0.283,0.266,0.234,0.192,0.166,0.148,0.118,0.078,0
E07000035,0.694,0.681,0.663,0.644,0.623,0.603,0.589,0.577,0.565,0.550,0.537,0.523,0.507,0.489,0.466,0.438,0.417,0.404,0.390,0.376,0.339,0.281,0.243,0.217,0.175,0.118,0
E07000036,0.623,0.609,0.588,0.573,0.553,0.526,0.506,0.488,0.470,0.451,0.435,0.418,0.400,0.381,0.359,0.328,0.299,0.283,0.267,0.250,0.221,0.182,0.158,0.137,0.105,0.069,0
E07000037,0.669,0.656,0.638,0.622,0.606,0.585,0.566,0.549,0.532,0.513,0.496,0.480,0.461,0.443,0.420,0.385,0.353,0.336,0.318,0.297,0.259,0.203,0.166,0.144,0.110,0.070,0
E07000038,0.629,0.615,0.596,0.583,0.565,0.540,0.518,0.499,0.481,0.462,0.445,0.429,0.411,0.393,0.372,0.344,0.319,0.305,0.288,0.272,0.241,0.192,0.159,0.139,0.109,0.071,0
E07000039,0.714,0.701,0.683,0.670,0.653,0.626,0.599,0.574,0.550,0.527,0.509,0.492,0.475,0.457,0.435,0.404,0.376,0.362,0.344,0.325,0.286,0.229,0.192,0.169,0.131,0.082,0
E07000040,0.778,0.761,0.742,0.727,0.709,0.686,0.666,0.648,0.631,0.614,0.599,0.581,0.559,0.542,0.522,0.481,0.440,0.416,0.388,0.360,0.312,0.249,0.213,0.185,0.141,0.091,0
E07000041,0.715,0.702,0.685,0.673,0.661,0.644,0.630,0.616,0.602,0.587,0.574,0.558,0.538,0.516,0.488,0.457,0.430,0.414,0.396,0.376,0.339,0.280,0.237,0.210,0.168,0.111,0
E07000042,0.800,0.789,0.774,0.760,0.743,0.725,0.710,0.695,0.681,0.666,0.652,0.636,0.616,0.599,0.576,0.536,0.499,0.478,0.450,0.420,0.370,0.295,0.246,0.214,0.162,0.103,0
E07000043,0.733,0.721,0.703,0.688,0.669,0.646,0.627,0.610,0.592,0.573,0.556,0.537,0.516,0.493,0.460,0.416,0.383,0.364,0.345,0.327,0.290,0.233,0.198,0.170,0.127,0.080,0
E07000044,0.738,0.725,0.707,0.692,0.684,0.666,0.639,0.618,0.599,0.581,0.564,0.547,0.528,0.506,0.471,0.425,0.391,0.372,0.353,0.336,0.296,0.233,0.193,0.168,0.127,0.079,0
E07000045,0.770,0.756,0.738,0.723,0.703,0.682,0.666,0.651,0.637,0.622,0.609,0.593,0.572,0.547,0.516,0.479,0.445,0.425,0.401,0.377,0.331,0.264,0.223,0.195,0.151,0.098,0
E07000046,0.791,0.780,0.762,0.745,0.725,0.704,0.688,0.672,0.654,0.632,0.612,0.591,0.567,0.543,0.507,0.460,0.426,0.403,0.376,0.352,0.305,0.237,0.194,0.168,0.129,0.082,0
E07000047,0.762,0.748,0.728,0.709,0.689,0.668,0.652,0.635,0.616,0.597,0.580,0.561,0.541,0.518,0.481,0.435,0.401,0.381,0.359,0.338,0.297,0.236,0.198,0.173,0.133,0.085,0
E07000061,0.732,0.718,0.698,0.683,0.664,0.638,0.617,0.597,0.577,0.555,0.536,0.516,0.494,0.468,0.435,0.398,0.368,0.351,0.334,0.318,0.282,0.230,0.199,0.175,0.134,0.086,0
E07000062,0.745,0.731,0.714,0.701,0.685,0.663,0.645,0.627,0.609,0.589,0.571,0.551,0.529,0.507,0.477,0.437,0.404,0.385,0.362,0.338,0.294,0.233,0.197,0.172,0.131,0.082,0
E07000063,0.745,0.733,0.717,0.703,0.686,0.665,0.648,0.632,0.615,0.594,0.576,0.556,0.530,0.506,0.481,0.440,0.402,0.381,0.360,0.337,0.292,0.226,0.184,0.158,0.124,0.082,0
E07000064,0.756,0.743,0.726,0.713,0.697,0.678,0.661,0.644,0.626,0.607,0.590,0.572,0.550,0.529,0.496,0.455,0.423,0.403,0.384,0.365,0.316,0.244,0.202,0.176,0.137,0.089,0
E07000065,0.752,0.738,0.720,0.706,0.688,0.664,0.646,0.629,0.613,0.595,0.579,0.562,0.542,0.520,0.485,0.441,0.408,0.389,0.369,0.352,0.311,0.248,0.209,0.183,0.140,0.090,0
E07000066,0.687,0.672,0.652,0.636,0.618,0.593,0.573,0.554,0.535,0.514,0.496,0.478,0.458,0.442,0.417,0.378,0.346,0.329,0.309,0.290,0.255,0.203,0.169,0.147,0.114,0.073,0
E07000067,0.894,0.888,0.875,0.865,0.855,0.844,0.834,0.825,0.814,0.802,0.791,0.781,0.771,0.761,0.749,0.735,0.723,0.715,0.702,0.687,0.651,0.595,0.556,0.526,0.465,0.342,0
E07000068,0.709,0.698,0.683,0.672,0.659,0.641,0.623,0.605,0.586,0.565,0.546,0.526,0.505,0.487,0.461,0.422,0.390,0.374,0.356,0.339,0.302,0.244,0.208,0.184,0.144,0.093,0
E07000069,0.712,0.699,0.683,0.670,0.652,0.628,0.607,0.588,0.569,0.550,0.534,0.518,0.502,0.486,0.465,0.440,0.421,0.408,0.387,0.362,0.321,0.259,0.217,0.188,0.141,0.087,0
E07000070,0.722,0.709,0.690,0.676,0.660,0.637,0.617,0.599,0.581,0.562,0.545,0.526,0.503,0.483,0.465,0.429,0.391,0.372,0.351,0.328,0.295,0.243,0.203,0.179,0.143,0.095,0
E07000071,0.742,0.730,0.707,0.683,0.665,0.646,0.628,0.612,0.596,0.579,0.564,0.545,0.524,0.503,0.477,0.440,0.406,0.390,0.369,0.345,0.306,0.245,0.202,0.178,0.141,0.091,0
E07000072,0.800,0.788,0.774,0.763,0.749,0.729,0.711,0.695,0.677,0.658,0.640,0.620,0.595,0.570,0.543,0.500,0.459,0.436,0.411,0.387,0.351,0.295,0.256,0.225,0.174,0.113,0
E07000073,0.771,0.737,0.697,0.668,0.647,0.624,0.604,0.584,0.566,0.548,0.532,0.516,0.498,0.479,0.456,0.426,0.398,0.382,0.361,0.340,0.308,0.260,0.226,0.203,0.161,0.105,0
E07000074,0.692,0.675,0.652,0.633,0.615,0.592,0.571,0.552,0.531,0.507,0.486,0.467,0.446,0.424,0.396,0.363,0.336,0.321,0.303,0.284,0.244,0.186,0.151,0.132,0.104,0.069,0
E07000075,0.675,0.661,0.643,0.631,0.616,0.595,0.576,0.558,0.542,0.524,0.509,0.491,0.470,0.450,0.424,0.390,0.362,0.347,0.330,0.311,0.273,0.219,0.186,0.165,0.131,0.085,0
E07000076,0.738,0.722,0.702,0.687,0.681,0.657,0.621,0.596,0.575,0.554,0.535,0.514,0.489,0.464,0.434,0.396,0.363,0.343,0.321,0.298,0.258,0.200,0.163,0.142,0.106,0.063,0
E07000077,0.729,0.717,0.701,0.689,0.675,0.656,0.640,0.623,0.605,0.585,0.567,0.548,0.525,0.503,0.475,0.435,0.398,0.379,0.361,0.346,0.300,0.235,0.203,0.178,0.139,0.091,0
E07000078,0.718,0.702,0.682,0.669,0.657,0.639,0.622,0.607,0.592,0.575,0.561,0.545,0.525,0.502,0.475,0.443,0.416,0.401,0.384,0.366,0.326,0.271,0.241,0.215,0.167,0.109,0
E07000079,0.754,0.740,0.723,0.709,0.691,0.670,0.653,0.636,0.620,0.606,0.596,0.583,0.562,0.538,0.502,0.454,0.419,0.399,0.377,0.353,0.299,0.231,0.195,0.169,0.131,0.085,0
E07000080,0.683,0.668,0.648,0.632,0.612,0.588,0.571,0.556,0.540,0.525,0.514,0.502,0.486,0.465,0.434,0.395,0.363,0.346,0.328,0.310,0.268,0.208,0.177,0.155,0.122,0.081,0
E07000081,0.684,0.670,0.653,0.639,0.623,0.600,0.577,0.557,0.538,0.519,0.501,0.481,0.459,0.439,0.418,0.381,0.343,0.324,0.304,0.284,0.253,0.211,0.187,0.163,0.123,0.078,0
E07000082,0.705,0.691,0.673,0.658,0.642,0.621,0.601,0.581,0.565,0.551,0.539,0.526,0.509,0.483,0.446,0.407,0.377,0.358,0.338,0.319,0.278,0.221,0.189,0.169,0.131,0.084,0
E07000083,0.748,0.730,0.704,0.687,0.668,0.645,0.626,0.610,0.593,0.576,0.562,0.546,0.521,0.497,0.473,0.440,0.412,0.393,0.372,0.353,0.310,0.241,0.196,0.171,0.135,0.089,0
E07000084,0.715,0.702,0.686,0.673,0.658,0.639,0.623,0.608,0.593,0.578,0.563,0.548,0.526,0.499,0.466,0.424,0.388,0.369,0.350,0.332,0.297,0.243,0.208,0.186,0.145,0.093,0
E07000085,0.738,0.726,0.709,0.696,0.679,0.657,0.639,0.621,0.605,0.588,0.572,0.555,0.537,0.520,0.498,0.466,0.436,0.416,0.392,0.369,0.322,0.259,0.226,0.196,0.147,0.094,0
E07000086,0.679,0.666,0.650,0.638,0.623,0.602,0.580,0.558,0.536,0.511,0.488,0.466,0.447,0.430,0.409,0.378,0.350,0.334,0.318,0.301,0.270,0.227,0.201,0.177,0.135,0.087,0
E07000087,0.666,0.651,0.632,0.617,0.599,0.573,0.551,0.532,0.512,0.492,0.477,0.462,0.443,0.419,0.388,0.351,0.320,0.303,0.285,0.267,0.237,0.194,0.169,0.152,0.118,0.075,0
E07000088,0.731,0.718,0.700,0.686,0.671,0.653,0.638,0.622,0.605,0.586,0.568,0.548,0.525,0.501,0.470,0.437,0.409,0.391,0.366,0.341,0.301,0.247,0.215,0.194,0.155,0.102,0
E07000089,0.799,0.791,0.735,0.666,0.629,0.599,0.576,0.553,0.531,0.511,0.495,0.478,0.459,0.439,0.413,0.381,0.356,0.342,0.326,0.309,0.276,0.224,0.191,0.168,0.132,0.087,0
E07000090,0.652,0.637,0.618,0.604,0.586,0.562,0.541,0.523,0.505,0.485,0.468,0.451,0.432,0.412,0.385,0.350,0.320,0.303,0.284,0.265,0.233,0.188,0.163,0.142,0.107,0.068,0
E07000091,0.674,0.660,0.641,0.626,0.609,0.588,0.571,0.555,0.539,0.524,0.510,0.491,0.466,0.434,0.395,0.355,0.325,0.310,0.295,0.279,0.247,0.200,0.173,0.154,0.119,0.076,0
E07000092,0.720,0.705,0.687,0.675,0.659,0.640,0.622,0.605,0.584,0.559,0.541,0.524,0.504,0.482,0.455,0.422,0.396,0.380,0.362,0.340,0.304,0.255,0.223,0.200,0.159,0.106,0
E07000093,0.728,0.714,0.698,0.686,0.671,0.653,0.635,0.617,0.599,0.583,0.571,0.560,0.547,0.532,0.513,0.479,0.445,0.426,0.405,0.385,0.345,0.284,0.242,0.213,0.167,0.108,0
E07000094,0.743,0.732,0.718,0.705,0.689,0.669,0.650,0.629,0.608,0.585,0.563,0.542,0.523,0.505,0.481,0.448,0.421,0.406,0.391,0.377,0.341,0.285,0.252,0.229,0.186,0.125,0
E07000095,0.680,0.667,0.650,0.633,0.615,0.592,0.572,0.551,0.531,0.511,0.491,0.468,0.443,0.423,0.403,0.362,0.322,0.302,0.283,0.266,0.241,0.200,0.173,0.153,0.118,0.075,0
E07000096,0.690,0.676,0.659,0.647,0.632,0.611,0.593,0.576,0.557,0.536,0.519,0.501,0.480,0.462,0.444,0.408,0.369,0.350,0.332,0.314,0.278,0.227,0.193,0.171,0.133,0.085,0
E07000098,0.831,0.801,0.758,0.737,0.720,0.699,0.678,0.657,0.637,0.614,0.592,0.571,0.550,0.530,0.507,0.475,0.446,0.426,0.400,0.373,0.331,0.270,0.230,0.198,0.151,0.098,0
E07000099,0.667,0.655,0.638,0.624,0.607,0.583,0.564,0.545,0.528,0.510,0.493,0.476,0.456,0.433,0.403,0.368,0.340,0.325,0.308,0.292,0.262,0.216,0.185,0.165,0.132,0.086,0
